ID,Zvalue
27145,5.28130145
6804,5.279534027
5702,5.279059418
10200,5.271180714
284217,5.269865819
1607,5.269227403
4852,5.266420992
57496,5.26412292
8321,5.262304063
64407,5.259431383
4494,5.256966089
4495,5.249084205
25934,5.228757843
25924,5.225602613
1524,5.224199184
10209,5.217431266
10623,5.212706173
80206,5.211495272
9500,5.211277568
1050,5.209270797
55591,5.204532238
6728,5.20242044
53829,5.200494338
151195,5.198589302
8792,5.198124139
64963,5.19109863
6118,5.184212313
121268,5.18071949
404672,5.177750847
945,5.165239439
318,5.15835986
129450,5.156974376
79632,5.156754468
2350,5.151363152
4351,5.150738255
51441,5.150666099
10900,5.148700221
10446,5.147972913
84439,5.146712289
79822,5.146268478
2182,5.144052747
869,5.142531144
90134,5.138084158
51728,5.135632144
54874,5.13112945
90865,5.128456205
2681,5.128053709
89846,5.125619962
84306,5.124822183
80237,5.121271945
8766,5.118395797
64943,5.11734073
59342,5.11061604
64409,5.106431459
56934,5.103090718
577,5.098173226
4201,5.090604177
51258,5.090320573
1230,5.089410318
5955,5.087119981
27000,5.083478198
2172,5.082737245
10170,5.081603236
1191,5.07961019
56851,5.076769125
113540,5.076683287
529,5.0716187
1036,5.060066665
25880,5.058360807
339231,5.056126631
5136,5.055960474
79183,5.05418615
5436,5.052816057
10683,5.052559238
6448,5.047265529
51102,5.045837092
54931,5.044597432
1436,5.039416093
11321,5.036615528
51451,5.034210241
203523,5.032026155
122830,5.021638991
89795,5.018455202
347744,5.014280029
84935,5.010171938
22921,5.008512795
115286,5.008220505
29085,5.005903043
8703,5.001766511
54361,5.000860159
81831,4.994660227
203328,4.994039118
5222,4.992635781
283212,4.992031137
23151,4.99168125
112616,4.988126053
55884,4.98688696
57180,4.975871699
10874,4.96641018
11092,4.962412149
84691,4.954238713
8912,4.953926316
11021,4.947606478
51083,4.943663172
2895,4.939452157
9167,4.938796033
5100,4.935848322
23671,4.932513698
254263,4.931821503
81849,4.924913986
826,4.917204527
84265,4.915282654
3936,4.908272909
63933,4.901006287
23349,4.899555217
6764,4.898754232
8907,4.898275078
10457,4.897819433
10094,4.893489806
143384,4.888356653
5744,4.888334353
5579,4.882074186
2210,4.880149311
79178,4.878974641
145553,4.878648001
5700,4.877800497
29106,4.873111633
5053,4.872569608
4087,4.871148229
770,4.870278287
25809,4.868633809
26258,4.868539961
256130,4.864826568
27295,4.862405743
157697,4.855125598
167227,4.85352379
199,4.847761768
6988,4.845059933
81706,4.844464646
10981,4.840352012
2280,4.834905048
51676,4.83294166
9721,4.831615489
11230,4.829485159
5786,4.827657181
5687,4.826129786
9399,4.823631095
10775,4.822295272
3730,4.821399703
196394,4.818295121
11231,4.817769197
57470,4.81668879
27166,4.807411367
55012,4.803576076
51440,4.801044741
6415,4.794632675
59349,4.793513678
7264,4.791565108
767558,4.781296118
1007,4.770430373
81562,4.770012224
1845,4.769823617
8724,4.769712706
113,4.76778343
10549,4.763150091
55860,4.758753067
2857,4.758604669
282974,4.756702478
7805,4.755812368
241,4.754469364
1635,4.753483796
23007,4.752986329
7936,4.752932482
29082,4.751698411
23564,4.750573822
1429,4.749681379
138428,4.747716548
2109,4.745109996
129642,4.737576965
66000,4.73412271
5710,4.733735757
11345,4.724781693
550643,4.723068035
53346,4.723049645
9263,4.722833005
9938,4.721524381
9878,4.719100546
22826,4.718998628
83660,4.718908901
2295,4.718180577
154,4.713368333
10325,4.70925756
4121,4.705152436
5294,4.705106237
128178,4.704225046
2068,4.697186332
7305,4.69498002
94121,4.692136875
157378,4.691580046
29118,4.690227875
256309,4.68217094
170261,4.68071505
1175,4.67724705
23367,4.671959559
79772,4.669488706
55228,4.667346555
79047,4.664453286
80856,4.662803524
147906,4.660125564
139411,4.658524023
10025,4.657319082
8764,4.656475279
8187,4.655754089
3048,4.655322911
3587,4.650092833
347688,4.649132745
10286,4.648430862
51363,4.642597514
1534,4.639025969
54622,4.638393504
2926,4.637699395
55220,4.634169922
3781,4.633642589
51594,4.631911482
51665,4.630314061
55176,4.625401383
6335,4.621353567
11224,4.620310538
197257,4.620267405
131965,4.619769746
25871,4.618666637
240,4.614278619
65094,4.610433741
9616,4.60773749
33,4.60755256
1008,4.60456531
9570,4.604167253
114787,4.602205092
3109,4.601932259
118427,4.601577226
5026,4.599464012
10438,4.59526204
5693,4.59449463
1892,4.588242268
57182,4.588079166
51103,4.586378792
6509,4.585939678
113452,4.585429036
9790,4.584218257
91522,4.58421707
23173,4.584121686
55052,4.581827564
1063,4.58158678
85369,4.581555983
4718,4.580872036
4948,4.573769259
223117,4.57142602
1646,4.570281952
79369,4.570257362
51652,4.561655944
119710,4.558937814
27255,4.555885558
154215,4.548215247
6919,4.542691679
54843,4.541745474
26232,4.540205077
84885,4.540104219
84221,4.538879695
6675,4.534430206
79042,4.533693086
57670,4.531400142
84315,4.529770546
57181,4.527814839
343450,4.525201643
5368,4.523162924
3881,4.522334589
54549,4.518845165
249,4.518651944
199800,4.508270826
56034,4.507964781
9070,4.506739175
83938,4.506506488
90871,4.50169087
64755,4.500732326
7979,4.497598951
83940,4.486092115
6222,4.485666907
8573,4.481528823
4625,4.48010462
6643,4.476954441
51280,4.475289132
220001,4.475240314
113146,4.474425355
27294,4.472859437
10100,4.472699362
79412,4.465307592
55178,4.460840505
5504,4.458984367
10858,4.456710403
10690,4.454695497
51651,4.453999566
144110,4.452156205
2888,4.44622538
2898,4.444688072
59348,4.444268606
6508,4.443987155
2783,4.44221772
6950,4.440312844
30010,4.439762871
8669,4.439760311
56171,4.439349229
3358,4.431733598
22989,4.431101902
91966,4.428040676
220107,4.427465267
55365,4.427089331
4016,4.420633583
7323,4.420398856
83636,4.419043119
26508,4.418201001
142940,4.41685995
718,4.415456696
54221,4.406803892
84954,4.404023421
670,4.403285099
11017,4.400588931
80115,4.398973237
84769,4.394887609
83879,4.389998275
5880,4.388664886
475,4.383464812
3784,4.383086965
361,4.380824001
5686,4.379807606
103910,4.379563257
91133,4.377355854
84261,4.375402682
57026,4.373805931
5720,4.36890374
7390,4.363826287
27151,4.363368481
2918,4.359285979
2550,4.353238561
2662,4.351877289
285016,4.344838224
81552,4.33732763
728392,4.336204572
124454,4.335501051
5831,4.334037734
441168,4.333371885
613212,4.332688122
80816,4.32874572
6091,4.32645179
9512,4.323608947
3418,4.322873387
64847,4.321287991
2947,4.320700234
40,4.308659929
6204,4.306440733
2897,4.305588837
79699,4.305515126
3692,4.301835984
284018,4.299575775
29086,4.299133929
84233,4.298941409
4836,4.296464244
3094,4.29561592
51246,4.295053669
84417,4.293466873
4986,4.290847822
30815,4.285227069
23657,4.28450163
27300,4.282893829
1393,4.279947838
219738,4.276663015
57575,4.274359758
3208,4.27344674
1476,4.268424509
81704,4.267179022
84881,4.263712463
79917,4.261031286
51388,4.25627388
131118,4.2534139
5002,4.247382562
29887,4.247012734
6161,4.246775816
4637,4.245698473
10237,4.244883206
8310,4.24155789
93380,4.237868849
63826,4.237277227
6500,4.236770447
10412,4.236316911
8739,4.232902988
3312,4.232426496
10273,4.23178608
79877,4.230175011
131616,4.229666153
10965,4.225317088
3912,4.224432671
89765,4.222854997
10121,4.22103288
51023,4.220353146
2804,4.218392956
128611,4.218037834
2878,4.212452861
55812,4.20981468
23544,4.207796536
88,4.205637313
220213,4.202267441
3957,4.201430955
79090,4.200619097
187,4.200087509
6009,4.194279558
54566,4.192299215
84892,4.19209903
1910,4.190347766
55315,4.189189501
5300,4.187049789
54518,4.187022603
9143,4.183569592
126789,4.18289619
642852,4.180631796
9114,4.179399303
115399,4.178905118
5164,4.170902364
10109,4.16804455
1501,4.166621225
80224,4.165098903
54972,4.164088122
23246,4.163571086
317762,4.16190312
8120,4.161149762
55803,4.158143337
23192,4.157847894
10955,4.157694402
64130,4.153616402
129080,4.152461225
10752,4.152340995
23034,4.151699622
8534,4.15108123
1621,4.149812561
90637,4.1487264
5162,4.147425327
64219,4.143618819
146845,4.142852658
4489,4.14064815
26017,4.132697022
118487,4.127886687
327,4.127124315
55359,4.12685186
78990,4.126308674
1006,4.122857332
119385,4.120897117
9077,4.120773522
57504,4.120115096
1977,4.118372085
116832,4.116230267
84750,4.110121922
6160,4.109223288
4135,4.102380554
2193,4.102353308
8574,4.10172511
1325,4.101387451
6159,4.100943887
10493,4.100782538
6328,4.098957061
158,4.098074017
100133941,4.097111148
23462,4.094194846
84313,4.094000499
28959,4.093439054
57628,4.091282181
8767,4.088875997
92235,4.087300445
2823,4.085699238
2533,4.079443084
11187,4.078775807
127262,4.076515243
7137,4.07520336
7068,4.075139739
9577,4.074358984
286183,4.073808393
10346,4.073299739
93622,4.07251722
60412,4.07222009
114786,4.070347628
2023,4.069592149
23017,4.066683473
25824,4.065213674
56904,4.064549611
9172,4.062615366
90441,4.055622541
285704,4.053289922
6850,4.051737891
6404,4.050166249
390637,4.049561358
149111,4.045590486
54331,4.044185621
8480,4.043524798
64926,4.039692114
10202,4.038069617
3122,4.037121331
23166,4.036465383
51134,4.030127347
64754,4.028390579
112609,4.025605531
23046,4.020840377
64410,4.019438305
140459,4.018082493
65059,4.016888781
114801,4.014597803
10522,4.013038022
55258,4.012511568
4953,4.006867347
3553,4.003600661
84779,4.00352057
5396,4.002263008
1,4.000753828
5683,4.00013981
116150,3.999601023
65018,3.999099346
3782,3.995809459
23327,3.994233905
53358,3.99143253
10189,3.991268755
4736,3.990200462
23213,3.988435276
84187,3.987846879
64855,3.987598712
9823,3.987572059
167410,3.985413388
51154,3.985114562
283385,3.983211005
6990,3.982687362
154807,3.981343518
162073,3.98033415
226,3.974337469
100526833,3.973311975
54360,3.971620697
6450,3.970607874
57576,3.968098172
401505,3.964855304
8857,3.963176786
8078,3.962219483
6208,3.962137808
79022,3.960738526
51097,3.959362507
388272,3.958864335
116225,3.956787587
140688,3.956429798
84937,3.953936646
91368,3.944824177
117157,3.942131449
53339,3.940174106
54988,3.939773032
81555,3.934888278
57713,3.931270356
64859,3.918212006
146712,3.914992962
57761,3.913920262
11215,3.913724445
6224,3.913467071
83862,3.91324868
170622,3.913111895
81578,3.912043246
80020,3.910461057
51291,3.909615214
55181,3.906905032
90956,3.903257246
55505,3.90277462
1155,3.895519713
90678,3.894194333
2824,3.892986874
79081,3.892982191
64850,3.887665729
8601,3.887489097
9244,3.883367295
64777,3.882345333
285598,3.881859283
55290,3.881426659
2214,3.881016799
387707,3.87898238
283284,3.878851266
6839,3.87791338
5297,3.87782835
1211,3.877400883
126969,3.876134299
57149,3.871255209
8805,3.868019025
3892,3.866712163
728656,3.864688479
9326,3.864133057
7200,3.862252214
84277,3.861698684
8829,3.860771754
29969,3.855754902
58157,3.854733744
1768,3.853005072
10490,3.848810221
665,3.848425832
5361,3.847888457
78997,3.843152864
25814,3.842106366
221895,3.840085755
4501,3.838681686
4175,3.83813304
1327,3.8373489
6155,3.835722602
116841,3.835604892
64965,3.83487521
207107,3.833974375
10465,3.831413862
25979,3.831270723
3111,3.830810267
10242,3.829765703
963,3.82820332
166336,3.828095032
5281,3.827953375
56999,3.823124134
11285,3.822344144
55790,3.817903571
5468,3.813014372
3159,3.810798465
714,3.810689751
118881,3.81024462
521,3.808914906
221302,3.800857723
7846,3.799756369
6157,3.799735273
57642,3.796015594
55084,3.790799444
166614,3.790599714
10408,3.788161924
135138,3.787946605
57465,3.787912822
5330,3.787896191
4968,3.786595678
7940,3.783986766
57030,3.782870057
1004,3.78285266
3608,3.781708956
55170,3.780518006
91050,3.780414822
25945,3.774976306
153527,3.771824496
26094,3.771703849
149603,3.769660115
5801,3.769058259
51646,3.766805648
83930,3.76556414
10588,3.765024446
253558,3.764942181
94160,3.764054305
23141,3.761145234
9200,3.758626635
4830,3.75137292
4482,3.750698653
6166,3.747910338
56902,3.747249061
2184,3.746835262
51108,3.745600784
9033,3.739236558
3183,3.738742157
285780,3.738159682
54543,3.737894344
57705,3.736977669
26994,3.736657183
84340,3.731917599
165,3.731036679
221074,3.73018239
9719,3.728829795
64979,3.727404706
283,3.726906104
122402,3.726604855
59350,3.7259305
6154,3.72537794
780776,3.724552583
10863,3.720468583
84926,3.718615006
2517,3.714822395
5063,3.713609826
8417,3.713546596
414918,3.711926497
170591,3.710772831
254887,3.710027842
1163,3.708534507
4500,3.708135374
7277,3.708126456
6309,3.705265672
149175,3.701678068
84816,3.701433766
2014,3.701394051
631,3.700702916
539,3.700460765
84216,3.699938743
9023,3.698303301
29081,3.695287493
146223,3.693787567
9086,3.69369326
26872,3.689269958
79613,3.688582747
5688,3.687489912
167838,3.687023486
503538,3.686594873
8508,3.686178672
54902,3.684330508
996,3.681863489
400073,3.681655646
2170,3.680833867
377,3.680178085
79084,3.673721813
6511,3.673498619
1392,3.673019107
4360,3.671337043
644353,3.67120735
1844,3.669070976
30061,3.667663283
51611,3.66394544
4067,3.663063566
11170,3.663013451
9276,3.660984693
433,3.660475175
1266,3.660266171
7320,3.659042374
3689,3.658775119
132001,3.656976195
573,3.656784479
439921,3.655011162
51477,3.653855847
338645,3.653597221
5276,3.652551515
715,3.652180603
57007,3.651742433
10125,3.650954769
54968,3.649910713
5524,3.648277141
8706,3.644662816
2731,3.643426169
4496,3.641314871
4502,3.640148182
9312,3.639120635
3315,3.636688936
8665,3.636507862
8325,3.629227045
23559,3.628203616
5721,3.626498036
2222,3.626058266
91703,3.623079314
2171,3.620900866
90701,3.618812041
27018,3.614695711
5690,3.614619556
6191,3.614587613
353149,3.614372102
10573,3.60923459
1525,3.60754361
52,3.606951396
79717,3.606857473
56063,3.601295837
11332,3.598260102
57650,3.597498975
2512,3.596381602
84661,3.594509064
9296,3.59363748
11255,3.593001608
114987,3.589726084
140885,3.586498849
6752,3.580291773
65998,3.578704459
203069,3.573647886
328,3.572747118
3956,3.570066913
54209,3.568264946
7306,3.566567569
2776,3.563572816
55011,3.563555296
83851,3.562806153
572,3.561743659
256536,3.561370105
84285,3.560846428
322,3.559876049
282969,3.556652075
51011,3.5565461
10190,3.554693568
2849,3.554169357
84864,3.551365153
254102,3.550904265
140578,3.549924347
54836,3.548779058
7474,3.546364988
55737,3.546273678
8900,3.543844293
9532,3.54159525
5833,3.538401972
8832,3.537406841
3845,3.53629866
51501,3.534838528
84707,3.533704569
51729,3.527453668
4809,3.522834584
150678,3.521929955
84557,3.519070552
53342,3.516332107
128866,3.515529952
219621,3.51483415
29925,3.512234222
349667,3.512113594
54112,3.51174423
152485,3.511733604
256355,3.50970867
5961,3.509257158
79634,3.508772803
54756,3.505989664
7532,3.504782196
2922,3.503817726
4946,3.503704179
6854,3.502438068
79966,3.500109267
27101,3.49933025
197131,3.495978364
10073,3.492003178
645212,3.49012455
2677,3.489810661
4498,3.488939981
7802,3.471965922
90809,3.471700298
8631,3.471176934
54677,3.470765994
92856,3.470643512
146754,3.465797357
389119,3.461289651
58528,3.458890142
822,3.457320262
79656,3.45550942
84268,3.453114525
29922,3.447296696
113277,3.447150818
81888,3.44679844
10076,3.44085967
10096,3.43906208
257000,3.438017308
25927,3.437607883
1690,3.436924922
9348,3.434692091
144347,3.432936107
253782,3.429789253
143282,3.429731893
151651,3.428331166
9446,3.422921901
51493,3.422529203
677,3.421999623
4097,3.421898383
56944,3.421533332
84536,3.421143956
6782,3.420484608
55061,3.418991319
6499,3.414460331
11143,3.412367798
8839,3.411134494
219541,3.409792897
54492,3.408919863
5067,3.408567348
11180,3.40838717
8894,3.407204913
7187,3.406819397
81553,3.405158707
85439,3.404564529
79004,3.402941835
4708,3.402362425
6039,3.402353903
85013,3.402284327
10252,3.398812074
3889,3.398647515
10193,3.398341524
7038,3.397414032
4189,3.394475734
401720,3.394378147
22977,3.390628855
2319,3.388973313
8324,3.388186333
5707,3.387346478
1500,3.381641951
1290,3.380518114
11075,3.379785842
283638,3.37759477
11235,3.376840293
90668,3.373448237
397,3.372911761
11253,3.372583043
51725,3.372312811
26580,3.371491695
5176,3.370434649
164781,3.37039106
6855,3.369653466
54471,3.369004002
1602,3.36836144
147968,3.368080213
255783,3.367574735
211,3.366609996
116372,3.366343497
4236,3.365996443
154091,3.363015541
6041,3.362459302
11341,3.360745508
399726,3.35424259
146760,3.349034892
5080,3.347773899
801,3.347626633
4504,3.339350402
375748,3.33882793
79035,3.336844773
23582,3.336581401
152940,3.336093338
25834,3.334644075
170850,3.333788752
122616,3.333002931
9087,3.330883544
79626,3.329307908
84314,3.324247329
10087,3.324143678
10466,3.322849043
221443,3.318020715
2899,3.318018537
10974,3.316936729
81570,3.313398202
4706,3.310603577
4004,3.30869065
51234,3.306416519
998,3.30612543
2049,3.30570878
171425,3.303443291
57136,3.299151024
7923,3.296084285
140612,3.293072571
27087,3.290707314
9158,3.286262307
5138,3.284311072
10842,3.283235551
148304,3.282993986
22920,3.279131156
131474,3.27615956
3033,3.275424894
9637,3.271262048
54491,3.27021795
51659,3.26954961
53407,3.267707863
79651,3.267002554
79589,3.265517497
65263,3.263653729
358,3.262853135
6307,3.262203464
115426,3.262093756
10540,3.260161814
8487,3.258618963
25903,3.257629941
93611,3.257492597
93487,3.257443697
56849,3.256566042
10440,3.255493553
4191,3.255017078
83696,3.254574911
130574,3.252591295
92344,3.251570388
285855,3.251175999
9317,3.250559811
9905,3.249350942
6252,3.248625386
50,3.24455203
83605,3.237069947
5050,3.235722233
1400,3.232390751
27335,3.232160564
9956,3.230469912
51087,3.230243771
79623,3.228319421
376267,3.22663146
55856,3.226551182
23504,3.225739893
192668,3.224650267
115265,3.224615601
4693,3.223501151
494470,3.223075557
9068,3.222498382
26608,3.221607637
128240,3.220732954
5649,3.219522343
29108,3.217815643
8543,3.216582815
3028,3.215792453
50865,3.214617025
10197,3.213285401
9450,3.211393403
126321,3.211276816
51637,3.209446877
5570,3.205757734
128977,3.204978494
5261,3.201646668
55111,3.199369643
54463,3.197824811
3687,3.196950212
50512,3.196878774
10244,3.192579357
2735,3.191639779
84217,3.191325648
3108,3.190126697
5908,3.189157878
57348,3.187553477
9836,3.186300403
54932,3.184365039
1353,3.183895364
57605,3.182712947
6543,3.179465986
7443,3.178467155
91057,3.175554796
7071,3.174401222
220004,3.174176874
6305,3.171761198
26047,3.169631216
93556,3.169538765
514,3.169174224
53918,3.165435459
5664,3.163444016
152217,3.163113105
22800,3.163080271
345079,3.163075124
80342,3.160789556
39,3.15966669
1735,3.159186035
219670,3.158639993
